office-name,ocd-division,directions,precinct name,name,street,City,state,zip,start time,end time
Harris County,ocd-division/country:us/state:tx/county:harris,,1,Crockett Elementary School,2112 Crockett Street,Houston,TX,77007-3923,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,2,2100 Memorial,2100 Memorial Drive,Houston,TX,77007-8396,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,3,Hogg Middle School,1100 Merrill Street,Houston,TX,77009-6009,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,4,Travis Elementary School HISD,3311 Beauchamp Street,Houston,TX,77009-6613,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,5,Proctor Plaza Park Community Center,803 West Temple Street,Houston,TX,77009,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,6,Hirsch Elementary School,2633 Trailing Vine Road,Spring,TX,77373-7716,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,7,Mount Zion Missionary Baptist Church,9318 Homestead Road,Houston,TX,77016,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,8,McNamara Elementary School,8714 McAvoy Drive,Houston,TX,77074-7308,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,9,Settegast Park Community Center,3000 Garrow Street,Houston,TX,77003,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,10,Neighborhood Centers Inc Ripley House Campus,4410 Navigation Boulevard,Houston,TX,77011-1036,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,11,Eastwood Park Community Center,5020 Harrisburg Boulevard,Houston,TX,77011-4135,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,12,Saint James House,5800 West Baker Road,Baytown,TX,77520-1694,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,13,Saint James House,5800 West Baker Road,Baytown,TX,77520-1694,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,14,Parker Elementary School,5200 Willowbend Boulevard,Houston,TX,77096-4925,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,15,Saint Andrews Presbyterian Church,5308 Buffalo Speedway,Houston,TX,77005-2122,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,16,CWA Local 6222-Dorothy Barker Building,1730 Jefferson Street,Houston,TX,77003-5028,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,17,Shearn Elementary School,9802 Stella Link Road,Houston,TX,77025-4605,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,18,New Longfellow Elementary School,3617 Norris Drive,Houston,TX,77025-3600,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,19,Saint Nicholas Church Parish Hall,2501 Bell Street,Houston,TX,77003,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,20,Trinity Episcopal Church,1015 Holman Street,Houston,TX,77004-3810,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,21,YWCPA,3106 Paige Street,Houston,TX,77004-4131,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,22,Foerster Elementary School,14200 Fonmeadow Drive,Houston,TX,77035-5218,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,23,Raul Yzaguirre School for Success Tejano Center Building B,2950 Broadway Boulevard,Houston,TX,77017-1794,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,24,Mount Zion Baptist Church,2301 Nagle Street,Houston,TX,77004-1432,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,25,Mount Zion Baptist Church,2301 Nagle Street,Houston,TX,77004-1432,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,26,E.B. Cape Center,4501 Leeland Street,Houston,TX,77023,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,27,Eastwood Academy Charter High School,1315 Dumble Street,Houston,TX,77023-1902,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,28,Windham Park Apartments,2700 Rollingbrook Drive,Baytown,TX,77521,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,29,South Houston Intermediate School,900 College Avenue,South Houston,TX,77587,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,30,H O A P V Community Building,1810 Bluebonnet Place Circle,Houston,TX,77019,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,31,Whidby Elementary School,7625 Springhill Street,Houston,TX,77021-6033,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,32,Randalls Mid Town,2225 Louisiana Street,Houston,TX,77002-8625,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,34,Hostelling International Houston: The Morty Rich Hostel,501 Lovett Boulevard,Houston,TX,77006-4020,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,35,Ramada Inn,6115 Will Clayton Parkway,Humble,TX,77338-8127,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,36,Daniel Ortiz Middle School,6767 Telephone Road,Houston,TX,77061-2056,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,37,Kindred,2515 Waugh Drive,Houston,TX,77006-2598,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,38,Woodrow Wilson Elementary School,2100 Yupon Street,Houston,TX,77006-1830,07:00:00 - 06:00,19:00:00 - 06:00
