start_time,end_time,is_only_by_appointment,is_or_by_appointment,is_subject_to_change,start_date,end_date,hours_open_id,id
08:00:00-09:00,16:00:00-09:00,,,,2016-10-25,2016-10-29,ho77572447,sch0001
08:00:00-09:00,16:00:00-09:00,,,,2016-10-31,2016-11-05,ho77572447,sch0002
08:00:00-09:00,16:00:00-09:00,,,,2016-10-25,2016-10-29,ho83722221,sch0003
08:00:00-09:00,16:00:00-09:00,,,,2016-10-31,2016-11-05,ho83722221,sch0004
08:00:00-09:00,16:00:00-09:00,,,,2016-10-25,2016-10-29,ho68468820,sch0005
08:00:00-09:00,12:00:00-09:00,,,,2016-10-29,2016-10-29,ho68468820,sch0006
08:00:00-09:00,16:00:00-09:00,,,,2016-10-31,2016-11-04,ho68468820,sch0007
08:00:00-09:00,12:00:00-09:00,,,,2016-11-05,2016-11-05,ho68468820,sch0008
09:00:00-09:00,12:00:00-09:00,,,,2016-10-25,2016-10-28,ho94498505,sch0009
13:00:00-09:00,15:00:00-09:00,,,,2016-10-31,2016-11-03,ho94498505,sch0010
08:00:00-09:00,16:00:00-09:00,,,,2016-10-25,2016-10-29,ho92827119,sch0013
08:00:00-09:00,16:00:00-09:00,,,,2016-10-31,2016-11-05,ho92827119,sch0014
08:00:00-09:00,16:00:00-09:00,,,,2016-10-25,2016-10-29,ho77329959,sch0015
08:00:00-09:00,16:00:00-09:00,,,,2016-10-31,2016-11-05,ho77329959,sch0016
08:00:00-09:00,12:00:00-09:00,,,,2016-10-25,2016-11-05,ho16067292,sch0017
13:00:00-09:00,16:00:00-09:00,,,,2016-10-25,2016-11-05,ho16067292,sch0018
08:00:00-09:00,12:00:00-09:00,,,,2016-10-29,2016-10-29,ho16067292,sch0019
08:00:00-09:00,12:00:00-09:00,,,,2016-10-25,2016-10-28,ho16067292,sch0020
13:00:00-09:00,16:00:00-09:00,,,,2016-10-31,2016-11-04,ho16067292,sch0021
08:00:00-09:00,12:00:00-09:00,,,,2016-11-05,2016-11-05,ho16067292,sch0022
08:00:00-09:00,16:00:00-09:00,,,,2016-10-25,2016-10-29,ho25507809,sch0024
08:00:00-09:00,16:00:00-09:00,,,,2016-10-31,2016-11-05,ho25507809,sch0025
08:00:00-09:00,16:00:00-09:00,,,,2016-10-25,2016-10-29,ho34117106,sch0026
08:00:00-09:00,16:00:00-09:00,,,,2016-10-31,2016-11-05,ho34117106,sch0027
